product_id,product_name,product_name_en,category_l1,category_l2,category_l3,brand,supplier_id,cost_price,list_price,current_price,stock_quantity,product_status,launch_date,description,weight_g,dimensions
PRD-FSH-00014,チノパン,Chino Pants,ファッション,メンズ,パンツ,CasualMode Original,SUP-00050,5484.39,17120.29,14738.16,196,discontinued,2024-12-02,上質な素材とデザインにこだわったパンツ。チノパンは、様々なシーンで活躍するファッションアイテムです。着心地の良さと耐久性を兼ね備えています。,1037,XL
PRD-FSH-00015,スラックス,Slacks,ファッション,メンズ,パンツ,CasualMode Original,SUP-00039,6211.71,20960.32,19224.81,14,active,2022-05-14,上質な素材とデザインにこだわったパンツ。スラックスは、様々なシーンで活躍するファッションアイテムです。着心地の良さと耐久性を兼ね備えています。,568,XL
PRD-FSH-00016,ジーンズ,Slacks,ファッション,メンズ,パンツ,ElegantStyle Original,SUP-00004,5005.25,14880.74,13973.19,141,active,2020-11-29,上質な素材とデザインにこだわったパンツ。ジーンズは、様々なシーンで活躍するファッションアイテムです。着心地の良さと耐久性を兼ね備えています。,517,L
PRD-FSH-00017,ジーンズ,Jeans,ファッション,メンズ,パンツ,UrbanWear Original,SUP-00036,9285.35,28466.95,28000.35,225,active,2020-10-16,上質な素材とデザインにこだわったパンツ。ジーンズは、様々なシーンで活躍するファッションアイテムです。着心地の良さと耐久性を兼ね備えています。,1479,S
PRD-FSH-00018,カーゴパンツ,Slacks,ファッション,メンズ,パンツ,UrbanWear Original,SUP-00003,1334.23,2998.29,2782.6,20,active,2020-09-11,上質な素材とデザインにこだわったパンツ。カーゴパンツは、様々なシーンで活躍するファッションアイテムです。着心地の良さと耐久性を兼ね備えています。,176,S
PRD-FSH-00019,カーゴパンツ,Chino Pants,ファッション,メンズ,パンツ,UrbanWear Original,SUP-00012,2276.76,5404.17,4314.79,287,active,2023-11-13,上質な素材とデザインにこだわったパンツ。カーゴパンツは、様々なシーンで活躍するファッションアイテムです。着心地の良さと耐久性を兼ね備えています。,1153,L
PRD-FSH-00020,カーゴパンツ,Chino Pants,ファッション,メンズ,パンツ,StyleCraft Original,SUP-00040,3130.79,10788.55,9961.99,405,active,2022-08-15,上質な素材とデザインにこだわったパンツ。カーゴパンツは、様々なシーンで活躍するファッションアイテムです。着心地の良さと耐久性を兼ね備えています。,386,Free
PRD-FSH-00021,カーゴパンツ,Chino Pants,ファッション,メンズ,パンツ,ElegantStyle Original,SUP-00021,1215.15,2974.32,2856.12,278,active,2024-09-08,上質な素材とデザインにこだわったパンツ。カーゴパンツは、様々なシーンで活躍するファッションアイテムです。着心地の良さと耐久性を兼ね備えています。,210,S
PRD-FSH-00022,カーゴパンツ,Cargo Pants,ファッション,メンズ,パンツ,PremiumFashion Original,SUP-00017,2075.76,5374.81,4575.85,423,active,2023-11-13,上質な素材とデザインにこだわったパンツ。カーゴパンツは、様々なシーンで活躍するファッションアイテムです。着心地の良さと耐久性を兼ね備えています。,1043,L
PRD-FSH-00023,チノパン,Slacks,ファッション,メンズ,パンツ,ElegantStyle Original,SUP-00024,12449.38,26207.39,25322.67,358,active,2024-07-04,上質な素材とデザインにこだわったパンツ。チノパンは、様々なシーンで活躍するファッションアイテムです。着心地の良さと耐久性を兼ね備えています。,893,Free
PRD-FSH-00024,ジーンズ,Chino Pants,ファッション,メンズ,パンツ,CasualMode Original,SUP-00018,10206.4,21229.81,18132.75,137,active,2020-12-30,上質な素材とデザインにこだわったパンツ。ジーンズは、様々なシーンで活躍するファッションアイテムです。着心地の良さと耐久性を兼ね備えています。,576,S
PRD-FSH-00025,ブレザー,Blazer,ファッション,メンズ,ジャケット,UrbanWear Original,SUP-00034,4976.52,17417.54,15576.38,247,active,2020-10-09,上質な素材とデザインにこだわったジャケット。ブレザーは、様々なシーンで活躍するファッションアイテムです。着心地の良さと耐久性を兼ね備えています。,1129,XL
PRD-FSH-00026,カーディガン,Blazer,ファッション,メンズ,ジャケット,PremiumFashion Original,SUP-00030,11097.03,33252.75,24357.26,323,discontinued,2022-11-14,上質な素材とデザインにこだわったジャケット。カーディガンは、様々なシーンで活躍するファッションアイテムです。着心地の良さと耐久性を兼ね備えています。,898,S
PRD-FSH-00027,カーディガン,Bomber Jacket,ファッション,メンズ,ジャケット,ElegantStyle Original,SUP-00046,4532.5,14702.88,12435.2,5,active,2020-11-14,上質な素材とデザインにこだわったジャケット。カーディガンは、様々なシーンで活躍するファッションアイテムです。着心地の良さと耐久性を兼ね備えています。,602,XL
PRD-FSH-00028,テーラードジャケット,Blazer,ファッション,メンズ,ジャケット,CasualMode Original,SUP-00049,5918.28,13100.34,12083.69,326,active,2024-12-16,上質な素材とデザインにこだわったジャケット。テーラードジャケットは、様々なシーンで活躍するファッションアイテムです。着心地の良さと耐久性を兼ね備えています。,801,XL
PRD-FSH-00029,テーラードジャケット,Bomber Jacket,ファッション,メンズ,ジャケット,StyleCraft Original,SUP-00010,4019.3,10599.42,10081.56,14,active,2023-12-09,上質な素材とデザインにこだわったジャケット。テーラードジャケットは、様々なシーンで活躍するファッションアイテムです。着心地の良さと耐久性を兼ね備えています。,497,S
PRD-FSH-00030,ボンバージャケット,Cardigan,ファッション,メンズ,ジャケット,ElegantStyle Original,SUP-00012,7263.29,16295.14,12317.37,266,active,2020-11-01,上質な素材とデザインにこだわったジャケット。ボンバージャケットは、様々なシーンで活躍するファッションアイテムです。着心地の良さと耐久性を兼ね備えています。,1406,L
PRD-FSH-00031,カーディガン,Tailored Jacket,ファッション,メンズ,ジャケット,UrbanWear Original,SUP-00002,2991.9,8260.78,6391.55,461,active,2024-07-27,上質な素材とデザインにこだわったジャケット。カーディガンは、様々なシーンで活躍するファッションアイテムです。着心地の良さと耐久性を兼ね備えています。,523,Free
PRD-FSH-00032,テーラードジャケット,Bomber Jacket,ファッション,メンズ,ジャケット,UrbanWear Original,SUP-00011,8129.81,23281.5,23054.0,478,active,2022-10-12,上質な素材とデザインにこだわったジャケット。テーラードジャケットは、様々なシーンで活躍するファッションアイテムです。着心地の良さと耐久性を兼ね備えています。,188,Free
PRD-FSH-00033,カーディガン,Tailored Jacket,ファッション,メンズ,ジャケット,UrbanWear Original,SUP-00039,12820.3,36527.61,27244.08,269,active,2022-08-02,上質な素材とデザインにこだわったジャケット。カーディガンは、様々なシーンで活躍するファッションアイテムです。着心地の良さと耐久性を兼ね備えています。,833,L
PRD-FSH-00034,カーディガン,Bomber Jacket,ファッション,メンズ,ジャケット,ElegantStyle Original,SUP-00019,12428.74,33611.76,29167.56,172,active,2022-02-23,上質な素材とデザインにこだわったジャケット。カーディガンは、様々なシーンで活躍するファッションアイテムです。着心地の良さと耐久性を兼ね備えています。,510,S
PRD-FSH-00035,ボンバージャケット,Tailored Jacket,ファッション,メンズ,ジャケット,UrbanWear Original,SUP-00007,1372.49,4744.7,4631.37,222,discontinued,2021-12-23,上質な素材とデザインにこだわったジャケット。ボンバージャケットは、様々なシーンで活躍するファッションアイテムです。着心地の良さと耐久性を兼ね備えています。,304,XL
PRD-FSH-00036,テーラードジャケット,Bomber Jacket,ファッション,メンズ,ジャケット,CasualMode Original,SUP-00010,9135.7,30935.06,25994.41,306,active,2023-07-24,上質な素材とデザインにこだわったジャケット。テーラードジャケットは、様々なシーンで活躍するファッションアイテムです。着心地の良さと耐久性を兼ね備えています。,974,XL
PRD-FSH-00037,ダウンジャケット,Down Jacket,ファッション,メンズ,アウター,UrbanWear Original,SUP-00002,3949.97,12436.58,11783.09,396,active,2022-12-30,上質な素材とデザインにこだわったアウター。ダウンジャケットは、様々なシーンで活躍するファッションアイテムです。着心地の良さと耐久性を兼ね備えています。,1073,XL
PRD-FSH-00038,トレンチコート,Parka,ファッション,メンズ,アウター,PremiumFashion Original,SUP-00035,11849.71,39324.84,30434.35,225,active,2020-04-16,上質な素材とデザインにこだわったアウター。トレンチコートは、様々なシーンで活躍するファッションアイテムです。着心地の良さと耐久性を兼ね備えています。,810,XL
PRD-FSH-00039,パーカー,Coat,ファッション,メンズ,アウター,StyleCraft Original,SUP-00013,12076.18,25057.43,19027.17,227,active,2024-11-30,上質な素材とデザインにこだわったアウター。パーカーは、様々なシーンで活躍するファッションアイテムです。着心地の良さと耐久性を兼ね備えています。,800,Free
PRD-FSH-00040,トレンチコート,Parka,ファッション,メンズ,アウター,CasualMode Original,SUP-00012,7964.43,24574.77,22442.28,194,active,2020-04-06,上質な素材とデザインにこだわったアウター。トレンチコートは、様々なシーンで活躍するファッションアイテムです。着心地の良さと耐久性を兼ね備えています。,362,S
PRD-FSH-00041,パーカー,Trench Coat,ファッション,メンズ,アウター,UrbanWear Original,SUP-00032,2400.13,7421.86,5456.28,373,active,2023-09-29,上質な素材とデザインにこだわったアウター。パーカーは、様々なシーンで活躍するファッションアイテムです。着心地の良さと耐久性を兼ね備えています。,1023,M
PRD-FSH-00042,コート,Down Jacket,ファッション,メンズ,アウター,StyleCraft Original,SUP-00010,4060.82,8352.94,6569.54,424,active,2020-02-14,上質な素材とデザインにこだわったアウター。コートは、様々なシーンで活躍するファッションアイテムです。着心地の良さと耐久性を兼ね備えています。,1397,XL
PRD-FSH-00043,コート,Trench Coat,ファッション,メンズ,アウター,PremiumFashion Original,SUP-00040,9589.08,24397.95,18947.4,318,active,2021-08-30,上質な素材とデザインにこだわったアウター。コートは、様々なシーンで活躍するファッションアイテムです。着心地の良さと耐久性を兼ね備えています。,1248,Free
PRD-FSH-00044,パーカー,Down Jacket,ファッション,メンズ,アウター,StyleCraft Original,SUP-00030,1857.57,4057.6,3069.79,9,active,2021-09-15,上質な素材とデザインにこだわったアウター。パーカーは、様々なシーンで活躍するファッションアイテムです。着心地の良さと耐久性を兼ね備えています。,786,M
PRD-FSH-00045,ダウンジャケット,Coat,ファッション,メンズ,アウター,StyleCraft Original,SUP-00014,10815.55,33094.05,26860.55,456,active,2020-06-20,上質な素材とデザインにこだわったアウター。ダウンジャケットは、様々なシーンで活躍するファッションアイテムです。着心地の良さと耐久性を兼ね備えています。,163,L
PRD-FSH-00046,ダウンジャケット,Down Jacket,ファッション,メンズ,アウター,StyleCraft Original,SUP-00049,6705.61,18245.97,13127.08,300,active,2021-12-09,上質な素材とデザインにこだわったアウター。ダウンジャケットは、様々なシーンで活躍するファッションアイテムです。着心地の良さと耐久性を兼ね備えています。,978,Free
PRD-FSH-00047,コート,Down Jacket,ファッション,メンズ,アウター,PremiumFashion Original,SUP-00040,7822.22,17607.55,17022.65,395,active,2024-08-22,上質な素材とデザインにこだわったアウター。コートは、様々なシーンで活躍するファッションアイテムです。着心地の良さと耐久性を兼ね備えています。,438,S
PRD-FSH-00048,ダウンジャケット,Parka,ファッション,メンズ,アウター,CasualMode Original,SUP-00001,7543.78,20816.39,17985.05,183,active,2022-05-03,上質な素材とデザインにこだわったアウター。ダウンジャケットは、様々なシーンで活躍するファッションアイテムです。着心地の良さと耐久性を兼ね備えています。,1337,S
PRD-FSH-00049,レースブラウス,Ribbon Blouse,ファッション,レディース,ブラウス,ElegantStyle Original,SUP-00040,4107.61,10569.44,10095.59,158,discontinued,2020-06-10,上質な素材とデザインにこだわったブラウス。レースブラウスは、様々なシーンで活躍するファッションアイテムです。着心地の良さと耐久性を兼ね備えています。,591,Free
PRD-FSH-00050,ストライプブラウス,Chiffon Blouse,ファッション,レディース,ブラウス,ElegantStyle Original,SUP-00014,7077.12,23442.48,19397.49,180,discontinued,2023-08-01,上質な素材とデザインにこだわったブラウス。ストライプブラウスは、様々なシーンで活躍するファッションアイテムです。着心地の良さと耐久性を兼ね備えています。,1009,M
PRD-FSH-00051,シフォンブラウス,Stripe Blouse,ファッション,レディース,ブラウス,UrbanWear Original,SUP-00047,779.82,2150.33,2105.82,272,active,2020-03-28,上質な素材とデザインにこだわったブラウス。シフォンブラウスは、様々なシーンで活躍するファッションアイテムです。着心地の良さと耐久性を兼ね備えています。,1341,L
PRD-FSH-00052,レースブラウス,Stripe Blouse,ファッション,レディース,ブラウス,UrbanWear Original,SUP-00006,12178.68,30913.34,21655.84,296,active,2024-08-02,上質な素材とデザインにこだわったブラウス。レースブラウスは、様々なシーンで活躍するファッションアイテムです。着心地の良さと耐久性を兼ね備えています。,1061,L
PRD-FSH-00053,ストライプブラウス,Ribbon Blouse,ファッション,レディース,ブラウス,PremiumFashion Original,SUP-00049,7603.62,21357.22,20670.08,235,discontinued,2020-02-22,上質な素材とデザインにこだわったブラウス。ストライプブラウスは、様々なシーンで活躍するファッションアイテムです。着心地の良さと耐久性を兼ね備えています。,399,Free
PRD-FSH-00054,レースブラウス,Stripe Blouse,ファッション,レディース,ブラウス,ElegantStyle Original,SUP-00047,14203.6,40546.93,30069.85,327,active,2022-05-26,上質な素材とデザインにこだわったブラウス。レースブラウスは、様々なシーンで活躍するファッションアイテムです。着心地の良さと耐久性を兼ね備えています。,439,S
PRD-FSH-00055,レースブラウス,Chiffon Blouse,ファッション,レディース,ブラウス,PremiumFashion Original,SUP-00037,8371.79,26695.47,23067.06,154,discontinued,2020-08-03,上質な素材とデザインにこだわったブラウス。レースブラウスは、様々なシーンで活躍するファッションアイテムです。着心地の良さと耐久性を兼ね備えています。,949,XL
PRD-FSH-00056,リボンブラウス,Chiffon Blouse,ファッション,レディース,ブラウス,ElegantStyle Original,SUP-00050,8186.73,22685.02,17590.58,323,active,2020-09-11,上質な素材とデザインにこだわったブラウス。リボンブラウスは、様々なシーンで活躍するファッションアイテムです。着心地の良さと耐久性を兼ね備えています。,181,L
PRD-FSH-00057,レースブラウス,Ribbon Blouse,ファッション,レディース,ブラウス,PremiumFashion Original,SUP-00009,4055.61,9873.78,8113.71,60,discontinued,2023-10-18,上質な素材とデザインにこだわったブラウス。レースブラウスは、様々なシーンで活躍するファッションアイテムです。着心地の良さと耐久性を兼ね備えています。,132,XL
PRD-FSH-00058,リボンブラウス,Chiffon Blouse,ファッション,レディース,ブラウス,ElegantStyle Original,SUP-00042,2517.82,8795.49,6790.66,203,discontinued,2024-04-04,上質な素材とデザインにこだわったブラウス。リボンブラウスは、様々なシーンで活躍するファッションアイテムです。着心地の良さと耐久性を兼ね備えています。,1100,L
PRD-FSH-00059,レースブラウス,Ribbon Blouse,ファッション,レディース,ブラウス,CasualMode Original,SUP-00012,12576.93,43364.48,34711.13,201,active,2021-09-27,上質な素材とデザインにこだわったブラウス。レースブラウスは、様々なシーンで活躍するファッションアイテムです。着心地の良さと耐久性を兼ね備えています。,650,XL
PRD-FSH-00060,ストライプブラウス,Lace Blouse,ファッション,レディース,ブラウス,ElegantStyle Original,SUP-00047,9291.73,31039.29,27405.49,337,active,2020-09-03,上質な素材とデザインにこだわったブラウス。ストライプブラウスは、様々なシーンで活躍するファッションアイテムです。着心地の良さと耐久性を兼ね備えています。,569,M
PRD-FSH-00061,フレアスカート,Tight Skirt,ファッション,レディース,スカート,UrbanWear Original,SUP-00050,1718.84,5622.57,5524.17,222,active,2022-08-20,上質な素材とデザインにこだわったスカート。フレアスカートは、様々なシーンで活躍するファッションアイテムです。着心地の良さと耐久性を兼ね備えています。,232,L
PRD-FSH-00062,プリーツスカート,Pleated Skirt,ファッション,レディース,スカート,UrbanWear Original,SUP-00017,2202.38,7456.91,5931.85,48,active,2024-02-09,上質な素材とデザインにこだわったスカート。プリーツスカートは、様々なシーンで活躍するファッションアイテムです。着心地の良さと耐久性を兼ね備えています。,1123,XL
PRD-FSH-00063,マキシスカート,Maxi Skirt,ファッション,レディース,スカート,CasualMode Original,SUP-00041,4563.09,14008.41,10889.94,54,active,2021-02-02,上質な素材とデザインにこだわったスカート。マキシスカートは、様々なシーンで活躍するファッションアイテムです。着心地の良さと耐久性を兼ね備えています。,1119,S
PRD-FSH-00064,フレアスカート,Maxi Skirt,ファッション,レディース,スカート,ElegantStyle Original,SUP-00017,9908.41,33496.0,25547.79,392,active,2021-03-29,上質な素材とデザインにこだわったスカート。フレアスカートは、様々なシーンで活躍するファッションアイテムです。着心地の良さと耐久性を兼ね備えています。,216,Free
PRD-FSH-00065,プリーツスカート,Flare Skirt,ファッション,レディース,スカート,PremiumFashion Original,SUP-00025,8281.27,27081.73,26326.93,420,active,2022-09-29,上質な素材とデザインにこだわったスカート。プリーツスカートは、様々なシーンで活躍するファッションアイテムです。着心地の良さと耐久性を兼ね備えています。,1072,M
PRD-FSH-00066,タイトスカート,Maxi Skirt,ファッション,レディース,スカート,CasualMode Original,SUP-00014,6543.73,13647.26,11823.34,375,active,2024-01-08,上質な素材とデザインにこだわったスカート。タイトスカートは、様々なシーンで活躍するファッションアイテムです。着心地の良さと耐久性を兼ね備えています。,1499,XL
PRD-FSH-00067,マキシスカート,Tight Skirt,ファッション,レディース,スカート,UrbanWear Original,SUP-00048,1513.7,3918.44,3139.76,29,discontinued,2024-06-10,上質な素材とデザインにこだわったスカート。マキシスカートは、様々なシーンで活躍するファッションアイテムです。着心地の良さと耐久性を兼ね備えています。,1001,S
PRD-FSH-00068,マキシスカート,Flare Skirt,ファッション,レディース,スカート,UrbanWear Original,SUP-00023,6899.82,16675.55,15323.78,347,active,2020-04-17,上質な素材とデザインにこだわったスカート。マキシスカートは、様々なシーンで活躍するファッションアイテムです。着心地の良さと耐久性を兼ね備えています。,340,Free
PRD-FSH-00069,フレアスカート,Maxi Skirt,ファッション,レディース,スカート,UrbanWear Original,SUP-00034,10387.55,35961.42,26903.92,493,active,2021-05-16,上質な素材とデザインにこだわったスカート。フレアスカートは、様々なシーンで活躍するファッションアイテムです。着心地の良さと耐久性を兼ね備えています。,458,Free
PRD-FSH-00070,マキシスカート,Tight Skirt,ファッション,レディース,スカート,UrbanWear Original,SUP-00008,4659.42,10523.84,7997.17,202,discontinued,2023-01-11,上質な素材とデザインにこだわったスカート。マキシスカートは、様々なシーンで活躍するファッションアイテムです。着心地の良さと耐久性を兼ね備えています。,841,L
PRD-FSH-00071,マキシスカート,Tight Skirt,ファッション,レディース,スカート,UrbanWear Original,SUP-00014,1053.63,3226.0,2791.68,14,active,2024-04-11,上質な素材とデザインにこだわったスカート。マキシスカートは、様々なシーンで活躍するファッションアイテムです。着心地の良さと耐久性を兼ね備えています。,486,L
PRD-FSH-00072,マキシスカート,Pleated Skirt,ファッション,レディース,スカート,StyleCraft Original,SUP-00001,3910.27,10166.83,9695.56,419,active,2021-07-19,上質な素材とデザインにこだわったスカート。マキシスカートは、様々なシーンで活躍するファッションアイテムです。着心地の良さと耐久性を兼ね備えています。,433,S
PRD-FSH-00073,シャツワンピース,Casual Dress,ファッション,レディース,ワンピース,PremiumFashion Original,SUP-00022,6366.94,18463.98,14766.13,334,discontinued,2022-05-23,上質な素材とデザインにこだわったワンピース。シャツワンピースは、様々なシーンで活躍するファッションアイテムです。着心地の良さと耐久性を兼ね備えています。,190,XL
PRD-FSH-00074,カジュアルワンピース,Knit Dress,ファッション,レディース,ワンピース,StyleCraft Original,SUP-00016,5640.39,13104.59,11065.26,231,active,2024-07-07,上質な素材とデザインにこだわったワンピース。カジュアルワンピースは、様々なシーンで活躍するファッションアイテムです。着心地の良さと耐久性を兼ね備えています。,827,Free
PRD-FSH-00075,カジュアルワンピース,Shirt Dress,ファッション,レディース,ワンピース,UrbanWear Original,SUP-00024,5273.53,10640.42,9676.25,20,discontinued,2022-01-22,上質な素材とデザインにこだわったワンピース。カジュアルワンピースは、様々なシーンで活躍するファッションアイテムです。着心地の良さと耐久性を兼ね備えています。,749,M
PRD-FSH-00076,シャツワンピース,Knit Dress,ファッション,レディース,ワンピース,UrbanWear Original,SUP-00029,2615.23,5584.72,4592.36,426,discontinued,2020-04-30,上質な素材とデザインにこだわったワンピース。シャツワンピースは、様々なシーンで活躍するファッションアイテムです。着心地の良さと耐久性を兼ね備えています。,1096,XL
PRD-FSH-00077,ニットワンピース,Knit Dress,ファッション,レディース,ワンピース,ElegantStyle Original,SUP-00037,7740.22,24857.56,19223.63,116,active,2022-02-06,上質な素材とデザインにこだわったワンピース。ニットワンピースは、様々なシーンで活躍するファッションアイテムです。着心地の良さと耐久性を兼ね備えています。,390,S
PRD-FSH-00078,フォーマルワンピース,Casual Dress,ファッション,レディース,ワンピース,StyleCraft Original,SUP-00018,10467.92,22576.28,20179.5,119,discontinued,2021-04-28,上質な素材とデザインにこだわったワンピース。フォーマルワンピースは、様々なシーンで活躍するファッションアイテムです。着心地の良さと耐久性を兼ね備えています。,127,Free
PRD-FSH-00079,シャツワンピース,Casual Dress,ファッション,レディース,ワンピース,CasualMode Original,SUP-00042,1756.99,4753.25,3489.24,57,active,2022-01-31,上質な素材とデザインにこだわったワンピース。シャツワンピースは、様々なシーンで活躍するファッションアイテムです。着心地の良さと耐久性を兼ね備えています。,108,XL
PRD-FSH-00080,カジュアルワンピース,Shirt Dress,ファッション,レディース,ワンピース,StyleCraft Original,SUP-00022,13569.04,43348.81,33792.03,320,discontinued,2020-09-22,上質な素材とデザインにこだわったワンピース。カジュアルワンピースは、様々なシーンで活躍するファッションアイテムです。着心地の良さと耐久性を兼ね備えています。,1327,S
PRD-FSH-00081,ニットワンピース,Shirt Dress,ファッション,レディース,ワンピース,UrbanWear Original,SUP-00016,1496.42,3120.44,2747.16,395,discontinued,2020-07-19,上質な素材とデザインにこだわったワンピース。ニットワンピースは、様々なシーンで活躍するファッションアイテムです。着心地の良さと耐久性を兼ね備えています。,483,M
PRD-FSH-00082,フォーマルワンピース,Formal Dress,ファッション,レディース,ワンピース,StyleCraft Original,SUP-00047,8885.94,22671.33,20443.15,211,discontinued,2020-01-18,上質な素材とデザインにこだわったワンピース。フォーマルワンピースは、様々なシーンで活躍するファッションアイテムです。着心地の良さと耐久性を兼ね備えています。,304,S
PRD-FSH-00083,シャツワンピース,Knit Dress,ファッション,レディース,ワンピース,ElegantStyle Original,SUP-00020,10231.9,29598.42,24984.31,320,discontinued,2020-08-15,上質な素材とデザインにこだわったワンピース。シャツワンピースは、様々なシーンで活躍するファッションアイテムです。着心地の良さと耐久性を兼ね備えています。,1477,XL
PRD-FSH-00084,シャツワンピース,Shirt Dress,ファッション,レディース,ワンピース,ElegantStyle Original,SUP-00034,944.39,1951.19,1566.88,42,active,2024-04-01,上質な素材とデザインにこだわったワンピース。シャツワンピースは、様々なシーンで活躍するファッションアイテムです。着心地の良さと耐久性を兼ね備えています。,1014,L
PRD-FSH-00085,トレンチコート,Duffle Coat,ファッション,レディース,コート,PremiumFashion Original,SUP-00002,9953.73,21411.89,21232.02,379,active,2023-10-05,上質な素材とデザインにこだわったコート。トレンチコートは、様々なシーンで活躍するファッションアイテムです。着心地の良さと耐久性を兼ね備えています。,971,M
PRD-FSH-00086,ダッフルコート,Duffle Coat,ファッション,レディース,コート,StyleCraft Original,SUP-00040,1756.64,5528.53,4403.18,262,active,2021-08-06,上質な素材とデザインにこだわったコート。ダッフルコートは、様々なシーンで活躍するファッションアイテムです。着心地の良さと耐久性を兼ね備えています。,1192,L
PRD-FSH-00087,トレンチコート,Long Coat,ファッション,レディース,コート,CasualMode Original,SUP-00019,13177.75,44582.88,41497.89,386,active,2020-02-07,上質な素材とデザインにこだわったコート。トレンチコートは、様々なシーンで活躍するファッションアイテムです。着心地の良さと耐久性を兼ね備えています。,485,M
PRD-FSH-00088,ダッフルコート,Duffle Coat,ファッション,レディース,コート,CasualMode Original,SUP-00004,8735.32,19950.94,14139.99,44,active,2020-06-25,上質な素材とデザインにこだわったコート。ダッフルコートは、様々なシーンで活躍するファッションアイテムです。着心地の良さと耐久性を兼ね備えています。,499,L
PRD-FSH-00089,チェスターコート,Trench Coat,ファッション,レディース,コート,UrbanWear Original,SUP-00041,3267.87,10146.44,9482.95,169,active,2023-09-30,上質な素材とデザインにこだわったコート。チェスターコートは、様々なシーンで活躍するファッションアイテムです。着心地の良さと耐久性を兼ね備えています。,792,Free
PRD-FSH-00090,ダッフルコート,Duffle Coat,ファッション,レディース,コート,PremiumFashion Original,SUP-00046,2592.89,6335.54,5611.7,138,active,2021-08-31,上質な素材とデザインにこだわったコート。ダッフルコートは、様々なシーンで活躍するファッションアイテムです。着心地の良さと耐久性を兼ね備えています。,1292,S
PRD-FSH-00091,ダッフルコート,Duffle Coat,ファッション,レディース,コート,CasualMode Original,SUP-00046,1308.93,3809.89,2963.37,105,discontinued,2023-10-18,上質な素材とデザインにこだわったコート。ダッフルコートは、様々なシーンで活躍するファッションアイテムです。着心地の良さと耐久性を兼ね備えています。,535,XL
PRD-FSH-00092,チェスターコート,Trench Coat,ファッション,レディース,コート,PremiumFashion Original,SUP-00031,502.47,1670.59,1492.72,142,active,2020-12-20,上質な素材とデザインにこだわったコート。チェスターコートは、様々なシーンで活躍するファッションアイテムです。着心地の良さと耐久性を兼ね備えています。,1010,M
PRD-FSH-00093,ダッフルコート,Trench Coat,ファッション,レディース,コート,PremiumFashion Original,SUP-00047,3469.19,8783.98,8706.99,224,active,2024-05-26,上質な素材とデザインにこだわったコート。ダッフルコートは、様々なシーンで活躍するファッションアイテムです。着心地の良さと耐久性を兼ね備えています。,941,S
PRD-FSH-00094,トレンチコート,Duffle Coat,ファッション,レディース,コート,UrbanWear Original,SUP-00002,6181.71,20893.72,16663.15,194,active,2024-12-06,上質な素材とデザインにこだわったコート。トレンチコートは、様々なシーンで活躍するファッションアイテムです。着心地の良さと耐久性を兼ね備えています。,430,Free
PRD-FSH-00095,トレンチコート,Chester Coat,ファッション,レディース,コート,ElegantStyle Original,SUP-00045,4891.13,11142.54,8041.62,289,discontinued,2024-05-27,上質な素材とデザインにこだわったコート。トレンチコートは、様々なシーンで活躍するファッションアイテムです。着心地の良さと耐久性を兼ね備えています。,237,S
PRD-FSH-00096,ダッフルコート,Duffle Coat,ファッション,レディース,コート,ElegantStyle Original,SUP-00007,2475.14,8234.77,7245.85,246,active,2024-01-07,上質な素材とデザインにこだわったコート。ダッフルコートは、様々なシーンで活躍するファッションアイテムです。着心地の良さと耐久性を兼ね備えています。,1261,Free
PRD-FSH-00097,リュックサック,Tote Bag,ファッション,アクセサリー,バッグ,CasualMode Original,SUP-00010,6264.59,18075.76,14221.47,113,discontinued,2024-10-07,上質な素材とデザインにこだわったバッグ。リュックサックは、様々なシーンで活躍するファッションアイテムです。着心地の良さと耐久性を兼ね備えています。,1205,S
PRD-FSH-00098,ショルダーバッグ,Shoulder Bag,ファッション,アクセサリー,バッグ,StyleCraft Original,SUP-00048,4410.38,14108.15,9946.23,94,active,2022-08-12,上質な素材とデザインにこだわったバッグ。ショルダーバッグは、様々なシーンで活躍するファッションアイテムです。着心地の良さと耐久性を兼ね備えています。,719,XL
PRD-FSH-00099,トートバッグ,Shoulder Bag,ファッション,アクセサリー,バッグ,CasualMode Original,SUP-00032,8442.19,18417.89,17769.64,234,discontinued,2021-01-01,上質な素材とデザインにこだわったバッグ。トートバッグは、様々なシーンで活躍するファッションアイテムです。着心地の良さと耐久性を兼ね備えています。,437,Free
PRD-FSH-00100,ハンドバッグ,Shoulder Bag,ファッション,アクセサリー,バッグ,ElegantStyle Original,SUP-00040,12914.5,30327.19,24926.64,224,active,2021-10-27,上質な素材とデザインにこだわったバッグ。ハンドバッグは、様々なシーンで活躍するファッションアイテムです。着心地の良さと耐久性を兼ね備えています。,1228,Free
PRD-FSH-00101,ショルダーバッグ,Shoulder Bag,ファッション,アクセサリー,バッグ,CasualMode Original,SUP-00006,5787.09,16803.74,15240.59,124,discontinued,2020-02-08,上質な素材とデザインにこだわったバッグ。ショルダーバッグは、様々なシーンで活躍するファッションアイテムです。着心地の良さと耐久性を兼ね備えています。,705,S
PRD-FSH-00102,ショルダーバッグ,Backpack,ファッション,アクセサリー,バッグ,ElegantStyle Original,SUP-00019,14400.62,29734.3,24167.11,371,active,2022-09-27,上質な素材とデザインにこだわったバッグ。ショルダーバッグは、様々なシーンで活躍するファッションアイテムです。着心地の良さと耐久性を兼ね備えています。,1438,L
